"","ID","ecs","tcr","rcp","pulse","cool","term","start","theta","alpha","delta","prob"
"3378",3378,58,27,"RCP85",40,36,2600,2075,28,0.00457,0.05,0.06
"3379",3379,34,15,"RCP3PD",30,3,2400,2100,8,0.00236,0.07,0.08
"3380",3380,16,29,"RCP3PD",80,15,2600,2050,18,0.0016,0.04,0.02
"3381",3381,51,15,"RCP3PD",10,16,2300,2075,11,0.00477,0.03,0.1
"3382",3382,43,13,"RCP85",10,1,2400,2075,13,0.00378,0.07,0.01
"3383",3383,35,17,"RCP85",30,19,2500,2075,12,0.01239,0,0.09
"3384",3384,40,34,"RCP6",30,30,2600,2100,11,0.02053,0,0
"3385",3385,43,25,"RCP45",30,26,2600,2050,15,0.0062,0.07,0.09
"3386",3386,100,27,"RCP85",30,2,2500,2025,18,0.00796,0.05,0.08
"3387",3387,31,24,"RCP45",10,1,2500,2050,23,0.01403,0,0.09
"3388",3388,27,24,"RCP3PD",2,6,2400,2100,45,0.00339,0.07,0.1
"3389",3389,26,19,"RCP3PD",80,1,2300,2025,19,0.00238,0,0.05
"3390",3390,34,12,"RCP3PD",70,35,2400,2075,6,0.00066,0.02,0.07
"3391",3391,24,13,"RCP6",20,1,2600,2050,14,0.00212,0.05,0.06
"3392",3392,58,8,"RCP45",60,11,2500,2025,19,0.00411,0,0.1
"3393",3393,48,20,"RCP3PD",30,9,2600,2050,31,0.01574,0.07,0.1
"3394",3394,47,10,"RCP3PD",50,18,2500,2075,26,0.00404,0.01,0.07
"3395",3395,21,21,"RCP85",60,37,2400,2050,25,0.01306,0.01,0
"3396",3396,12,33,"RCP6",40,19,2300,2050,26,0.00732,0.01,0.05
"3397",3397,33,14,"RCP45",20,10,2500,2075,11,0.02897,0.03,0.04
"3398",3398,31,19,"RCP6",70,14,2600,2050,16,0.00438,0.07,0.02
"3399",3399,65,17,"RCP6",20,17,2300,2100,18,0.00122,0.02,0.1
"3400",3400,55,17,"RCP3PD",90,1,2300,2050,14,0.00666,0.07,0.1
"3401",3401,16,19,"RCP3PD",30,9,2500,2100,18,0.00447,0.02,0.06
"3402",3402,13,7,"RCP85",90,25,2600,2075,38,0.00559,0.06,0.08
"3403",3403,20,19,"RCP45",80,22,2300,2100,11,0.0076,0.03,0.03
"3404",3404,19,27,"RCP45",90,33,2300,2050,10,0.0025,0.03,0.1
"3405",3405,36,24,"RCP85",2,35,2400,2025,30,0.00532,0,0.01
"3406",3406,36,35,"RCP6",60,11,2300,2050,4,0.00628,0.06,0.08
"3407",3407,18,15,"RCP85",40,16,2400,2100,11,0.00204,0.06,0.1
"3408",3408,35,25,"RCP85",80,12,2300,2050,17,0.00312,0.03,0.06
"3409",3409,45,21,"RCP6",70,10,2500,2075,8,0.00496,0.06,0
"3410",3410,14,22,"RCP45",20,19,2400,2050,17,0.00245,0.05,0.03
"3411",3411,18,18,"RCP3PD",50,34,2300,2050,18,0.00732,0.04,0.02
"3412",3412,48,16,"RCP45",20,11,2300,2100,13,0.00514,0.04,0.09
"3413",3413,57,21,"RCP85",30,38,2500,2075,15,0.00959,0.01,0
"3414",3414,34,33,"RCP45",70,2,2500,2050,10,0.05907,0.02,0.01
"3415",3415,48,10,"RCP85",10,32,2500,2025,5,0.00292,0.04,0.05
"3416",3416,25,30,"RCP6",80,20,2300,2025,12,0.00121,0.07,0.04
"3417",3417,57,19,"RCP85",90,30,2500,2050,14,0.01541,0.03,0.09
"3418",3418,39,46,"RCP6",80,39,2500,2100,7,0.00341,0.04,0.01
"3419",3419,50,19,"RCP3PD",40,14,2600,2025,33,0.00366,0.02,0.01
"3420",3420,63,22,"RCP6",40,27,2400,2100,14,0.00318,0.07,0.05
"3421",3421,32,16,"RCP45",20,29,2400,2050,21,0.00355,0.03,0.02
"3422",3422,23,17,"RCP6",2,35,2400,2050,38,0.0325,0.01,0.04
"3423",3423,21,30,"RCP3PD",40,4,2300,2050,9,0.00329,0.02,0.05
"3424",3424,11,21,"RCP85",60,24,2600,2050,11,0.00433,0.04,0.09
"3425",3425,27,25,"RCP6",80,34,2600,2025,16,0.00945,0.07,0.04
"3426",3426,91,19,"RCP6",30,32,2500,2025,20,0.01253,0.06,0.07
"3427",3427,45,10,"RCP85",50,6,2300,2075,16,0.00351,0.06,0.01
"3428",3428,15,24,"RCP85",40,28,2500,2075,17,0.01671,0,0.02
"3429",3429,18,23,"RCP85",80,23,2500,2050,19,0.00596,0.01,0
"3430",3430,17,15,"RCP45",70,32,2600,2100,14,0.0035,0.07,0.04
"3431",3431,21,12,"RCP45",60,22,2300,2100,18,0.00655,0.05,0.06
"3432",3432,28,12,"RCP6",10,14,2300,2100,9,0.00332,0.04,0
"3433",3433,23,35,"RCP85",60,32,2500,2100,19,0.00433,0.04,0.02
"3434",3434,71,28,"RCP45",20,30,2400,2050,11,0.00736,0.05,0.07
"3435",3435,12,16,"RCP45",100,9,2300,2075,24,0.01204,0.06,0
"3436",3436,39,11,"RCP45",100,38,2300,2075,27,0.00521,0.03,0.02
"3437",3437,30,16,"RCP85",50,8,2300,2075,31,0.00234,0.07,0.01
"3438",3438,46,10,"RCP45",100,5,2300,2075,13,0.00136,0.07,0.07
"3439",3439,21,12,"RCP85",70,18,2400,2050,19,0.00299,0.07,0.1
"3440",3440,16,12,"RCP45",2,0,2600,2025,12,0.00824,0.01,0.04
"3441",3441,19,18,"RCP45",100,12,2300,2025,10,0.00545,0.01,0.1
"3442",3442,21,15,"RCP6",70,21,2500,2025,20,0.00157,0.06,0.04
"3443",3443,27,28,"RCP85",30,33,2400,2050,13,0.00363,0.04,0.04
"3444",3444,10,18,"RCP85",10,12,2300,2075,12,0.00535,0.06,0.09
"3445",3445,27,17,"RCP3PD",50,31,2400,2100,11,0.02744,0.04,0.01
"3446",3446,65,10,"RCP3PD",80,3,2300,2075,11,0.00373,0.05,0.08
"3447",3447,32,31,"RCP3PD",70,39,2500,2025,12,0.0169,0.03,0.05
"3448",3448,24,23,"RCP45",40,22,2500,2050,19,0.00318,0.05,0.06
"3449",3449,33,28,"RCP3PD",10,4,2500,2075,13,0.00315,0.02,0.08
"3450",3450,23,15,"RCP45",20,30,2500,2050,14,0.00723,0.06,0.09
"3451",3451,27,29,"RCP45",40,38,2500,2075,8,0.00441,0.05,0.07
"3452",3452,43,19,"RCP6",40,7,2500,2050,17,0.00256,0.07,0.09
"3453",3453,25,20,"RCP6",60,1,2500,2075,17,0.00494,0.01,0.04
"3454",3454,45,31,"RCP6",100,38,2500,2025,16,0.00965,0.06,0.08
"3455",3455,51,14,"RCP3PD",50,11,2400,2050,17,0.00449,0.01,0.08
"3456",3456,108,39,"RCP3PD",2,9,2300,2075,21,0.00471,0.01,0.06
"3457",3457,18,24,"RCP85",50,36,2400,2025,28,0.00789,0.07,0.1
"3458",3458,11,19,"RCP85",40,29,2600,2025,8,0.00337,0,0.04
"3459",3459,38,21,"RCP6",20,37,2400,2050,13,0.00691,0.06,0.01
"3460",3460,53,9,"RCP3PD",60,28,2600,2025,10,0.00764,0.06,0.06
"3461",3461,37,25,"RCP45",40,1,2500,2025,15,0.00213,0.04,0.02
"3462",3462,61,23,"RCP6",70,7,2500,2075,19,0.00965,0.01,0.08
"3463",3463,20,19,"RCP3PD",10,27,2500,2100,17,0.00829,0.01,0.1
"3464",3464,30,22,"RCP6",40,2,2500,2025,12,0.00171,0.03,0.06
"3465",3465,28,38,"RCP6",70,38,2500,2050,10,0.00434,0.04,0.02
"3466",3466,18,16,"RCP3PD",100,6,2300,2075,25,0.00362,0.03,0.02
"3467",3467,101,17,"RCP45",100,38,2600,2100,6,0.00897,0.04,0.07
"3468",3468,39,18,"RCP85",100,22,2600,2075,19,0.00177,0.07,0
"3469",3469,18,11,"RCP3PD",2,15,2600,2075,17,0.00233,0.02,0.04
"3470",3470,74,22,"RCP3PD",60,7,2600,2075,17,0.00365,0.01,0.05
"3471",3471,18,30,"RCP45",80,6,2400,2050,17,0.01449,0.07,0.1
"3472",3472,19,25,"RCP6",100,3,2300,2050,19,0.01012,0.05,0.04
"3473",3473,99,26,"RCP85",80,1,2400,2025,14,0.00574,0.03,0
"3474",3474,64,19,"RCP3PD",90,17,2300,2025,23,0.00299,0.03,0.05
"3475",3475,33,14,"RCP85",70,33,2400,2100,13,0.00562,0.03,0.06
"3476",3476,22,23,"RCP45",20,27,2300,2100,16,0.00495,0.03,0.1
"3477",3477,38,18,"RCP85",40,32,2500,2050,13,0.01816,0.03,0.04
"3478",3478,58,16,"RCP45",30,9,2400,2050,9,0.00236,0.07,0.1
"3479",3479,44,32,"RCP3PD",80,35,2500,2050,17,0.00225,0.03,0.07
"3480",3480,28,25,"RCP3PD",50,17,2600,2100,9,0.0026,0.03,0.05
"3481",3481,57,41,"RCP3PD",2,3,2400,2025,10,0.01104,0.04,0.09
"3482",3482,97,26,"RCP3PD",30,19,2300,2075,23,0.00191,0.05,0.1
"3483",3483,32,15,"RCP85",100,25,2600,2050,23,0.00197,0.06,0.04
"3484",3484,69,15,"RCP45",20,30,2400,2025,12,0.0181,0.04,0.02
"3485",3485,24,13,"RCP6",60,9,2600,2025,23,0.01035,0.03,0.03
"3486",3486,65,15,"RCP85",10,23,2500,2050,16,0.00446,0.07,0.01
"3487",3487,26,16,"RCP45",80,18,2500,2025,25,0.00536,0.01,0.07
"3488",3488,79,11,"RCP6",60,37,2300,2075,27,0.00743,0.06,0.01
"3489",3489,58,19,"RCP85",30,13,2300,2050,13,0.0026,0.06,0
"3490",3490,60,26,"RCP6",80,20,2500,2025,8,0.01116,0,0.03
"3491",3491,35,13,"RCP3PD",20,13,2500,2025,12,0.00304,0.04,0.03
"3492",3492,46,16,"RCP6",30,7,2500,2025,13,0.00419,0,0.09
"3493",3493,45,25,"RCP85",40,19,2500,2050,11,0.00316,0.07,0.07
"3494",3494,28,17,"RCP85",90,0,2500,2050,38,0.0029,0.03,0.09
"3495",3495,13,25,"RCP45",2,39,2500,2025,18,0.01329,0.01,0.04
"3496",3496,44,22,"RCP85",60,7,2500,2075,13,0.0092,0.06,0.05
"3497",3497,64,20,"RCP45",70,8,2300,2075,15,0.00753,0.03,0.07
"3498",3498,21,13,"RCP6",90,6,2600,2050,21,0.01034,0.05,0.06
"3499",3499,33,18,"RCP45",10,38,2400,2025,32,0.01725,0.06,0.05
"3500",3500,51,19,"RCP45",10,26,2500,2100,19,0.01274,0.06,0.09
"3501",3501,43,24,"RCP85",50,19,2400,2075,9,0.01259,0.03,0.08
"3502",3502,20,21,"RCP6",70,19,2500,2100,33,0.00382,0.05,0.01
"3503",3503,33,17,"RCP6",70,30,2400,2025,11,0.00139,0.02,0.09
"3504",3504,16,24,"RCP45",100,22,2500,2075,18,0.00412,0.05,0
"3505",3505,42,19,"RCP45",2,26,2300,2025,15,0.00639,0.02,0.08
"3506",3506,20,26,"RCP3PD",40,18,2300,2025,19,0.00627,0.05,0.07
"3507",3507,71,25,"RCP45",20,35,2600,2050,8,0.00756,0.03,0.07
"3508",3508,28,31,"RCP45",2,16,2600,2050,11,0.01044,0.06,0.1
"3509",3509,21,22,"RCP45",30,23,2500,2025,19,0.01018,0.02,0.02
"3510",3510,25,12,"RCP85",100,7,2500,2025,18,0.0126,0,0
"3511",3511,27,32,"RCP45",90,14,2600,2100,16,0.00463,0.07,0.1
"3512",3512,33,13,"RCP45",60,6,2400,2050,17,0.00103,0.02,0.03
"3513",3513,37,8,"RCP85",30,23,2300,2025,16,0.00226,0.01,0.03
"3514",3514,14,8,"RCP3PD",40,26,2600,2075,13,0.0074,0.05,0
"3515",3515,30,7,"RCP85",70,9,2400,2075,26,0.01164,0.07,0.09
"3516",3516,32,18,"RCP85",40,36,2600,2100,14,0.00326,0.02,0.02
"3517",3517,35,21,"RCP45",100,34,2500,2100,19,0.00257,0.05,0.03
"3518",3518,33,18,"RCP6",90,38,2400,2025,19,0.01271,0.05,0.09
"3519",3519,31,15,"RCP45",20,29,2300,2075,10,0.00242,0.07,0
"3520",3520,20,9,"RCP3PD",90,5,2600,2025,27,0.00305,0.03,0.07
"3521",3521,17,13,"RCP6",30,2,2600,2100,18,0.00931,0.07,0.1
"3522",3522,26,20,"RCP3PD",20,39,2300,2075,19,0.00339,0.07,0.01
"3523",3523,35,19,"RCP6",40,22,2600,2025,13,0.00997,0.05,0.05
"3524",3524,39,15,"RCP45",80,32,2400,2050,12,0.02564,0.01,0.05
"3525",3525,38,26,"RCP6",10,28,2600,2100,22,0.00245,0.03,0.07
"3526",3526,42,14,"RCP45",50,32,2300,2100,6,0.00705,0.05,0.08
"3527",3527,7,14,"RCP6",100,37,2500,2100,13,0.02306,0.03,0.06
"3528",3528,64,15,"RCP85",2,38,2300,2050,27,0.01616,0.04,0.05
"3529",3529,28,34,"RCP6",90,28,2400,2050,6,0.01782,0.07,0
"3530",3530,33,28,"RCP85",80,9,2600,2100,19,0.00512,0.07,0.1
"3531",3531,23,20,"RCP85",60,5,2300,2050,17,0.00333,0.05,0.06
"3532",3532,24,32,"RCP45",70,31,2600,2050,17,0.00335,0.07,0.1
"3533",3533,35,17,"RCP85",20,13,2500,2050,10,0.02703,0.07,0.04
"3534",3534,53,14,"RCP85",40,9,2600,2075,13,0.00285,0.03,0.08
"3535",3535,52,15,"RCP45",80,20,2300,2025,10,0.00826,0.01,0.1
"3536",3536,49,10,"RCP85",30,8,2600,2075,20,0.00232,0.01,0.06
"3537",3537,24,19,"RCP45",60,14,2300,2100,16,0.01326,0.07,0.09
"3538",3538,26,11,"RCP6",80,15,2300,2025,7,0.01622,0.02,0.05
"3539",3539,15,32,"RCP45",100,23,2400,2025,13,0.0163,0.05,0.1
"3540",3540,27,21,"RCP6",70,7,2500,2075,25,0.00285,0.04,0.02
"3541",3541,40,22,"RCP45",60,37,2600,2075,6,0.00398,0.04,0.07
"3542",3542,26,16,"RCP3PD",80,35,2300,2050,21,0.0111,0.01,0.05
"3543",3543,27,11,"RCP45",40,20,2500,2075,13,0.01365,0.01,0.1
"3544",3544,39,17,"RCP45",60,25,2400,2075,12,0.00967,0.04,0.05
"3545",3545,34,19,"RCP3PD",60,25,2300,2075,16,0.0033,0.04,0.06
"3546",3546,62,10,"RCP85",30,20,2400,2025,12,0.00488,0.03,0
"3547",3547,35,44,"RCP3PD",10,17,2300,2075,30,0.00192,0.02,0.04
"3548",3548,25,19,"RCP6",70,30,2600,2025,21,0.00431,0.06,0.06
"3549",3549,14,20,"RCP85",60,23,2500,2075,14,0.00479,0.07,0.01
"3550",3550,27,21,"RCP85",100,15,2400,2025,19,0.00346,0.05,0.09
"3551",3551,21,22,"RCP6",10,1,2400,2050,15,0.0074,0.05,0.03
"3552",3552,22,26,"RCP45",80,30,2600,2100,21,0.00519,0.04,0.09
"3553",3553,10,17,"RCP85",40,29,2500,2075,11,0.00947,0,0.09
"3554",3554,70,15,"RCP6",10,8,2500,2100,20,0.0018,0.07,0.1
"3555",3555,35,13,"RCP3PD",100,24,2600,2050,14,0.00724,0.02,0.04
"3556",3556,33,15,"RCP85",60,34,2400,2075,20,0.01952,0.01,0.07
"3557",3557,35,17,"RCP85",50,40,2500,2075,8,0.04963,0,0.03
"3558",3558,45,13,"RCP45",60,28,2500,2050,8,0.03511,0.02,0.1
"3559",3559,22,11,"RCP45",50,39,2300,2025,14,0.00659,0.02,0.1
"3560",3560,27,25,"RCP6",10,23,2300,2075,17,0.00271,0.05,0.06
"3561",3561,23,34,"RCP45",50,25,2600,2075,16,0.00816,0.03,0.06
"3562",3562,47,15,"RCP45",100,39,2400,2050,13,0.00293,0.06,0.1
"3563",3563,68,27,"RCP85",50,11,2400,2075,10,0.00265,0.07,0.04
"3564",3564,38,11,"RCP85",100,12,2500,2100,24,0.05524,0.03,0.09
"3565",3565,23,8,"RCP6",100,20,2500,2050,20,0.00496,0.04,0.07
"3566",3566,73,21,"RCP3PD",2,9,2600,2025,12,0.00402,0.03,0
"3567",3567,30,22,"RCP85",10,22,2500,2075,16,0.00386,0.05,0.02
"3568",3568,31,9,"RCP85",2,20,2600,2050,9,0.02223,0.03,0.08
"3569",3569,119,45,"RCP45",90,31,2300,2025,11,0.00699,0.05,0.07
"3570",3570,65,63,"RCP3PD",10,33,2400,2050,7,0.00161,0.02,0.06
"3571",3571,42,21,"RCP6",70,33,2600,2100,9,0.00633,0.02,0.09
"3572",3572,30,21,"RCP3PD",60,8,2400,2025,23,0.0059,0.02,0.03
"3573",3573,40,12,"RCP45",70,8,2400,2025,19,0.0027,0.04,0.06
"3574",3574,34,25,"RCP45",2,10,2300,2075,18,0.00435,0.06,0.04
"3575",3575,37,15,"RCP6",2,22,2400,2050,18,0.00947,0.02,0.01
"3576",3576,13,22,"RCP85",50,38,2500,2100,20,0.00724,0.05,0.03
"3577",3577,42,18,"RCP6",2,35,2500,2100,8,0.00273,0.01,0
"3578",3578,25,21,"RCP6",40,2,2300,2075,23,0.006,0.02,0.08
"3579",3579,36,19,"RCP45",60,28,2300,2075,10,0.00768,0.04,0.07
"3580",3580,18,15,"RCP6",2,17,2600,2050,20,0.01274,0.06,0.07
"3581",3581,42,20,"RCP45",2,13,2300,2075,22,0.01111,0.04,0.07
"3582",3582,20,16,"RCP45",50,21,2400,2075,18,0.01748,0.03,0.08
"3583",3583,64,24,"RCP6",20,29,2300,2025,21,0.00435,0,0.02
"3584",3584,51,17,"RCP85",30,20,2400,2075,17,0.00378,0.03,0.08
"3585",3585,41,16,"RCP6",10,20,2500,2050,14,0.00736,0.06,0.09
"3586",3586,37,24,"RCP85",20,14,2600,2100,21,0.00392,0.01,0.1
"3587",3587,37,16,"RCP45",20,39,2500,2100,16,0.00431,0,0.03
"3588",3588,50,18,"RCP85",70,33,2500,2075,13,0.01477,0.04,0.06
"3589",3589,58,18,"RCP85",10,30,2500,2075,8,0.00735,0.05,0.03
"3590",3590,22,36,"RCP3PD",40,35,2300,2100,32,0.03063,0.01,0.02
"3591",3591,33,12,"RCP3PD",50,11,2500,2075,8,0.01442,0.04,0.1
"3592",3592,26,14,"RCP6",20,39,2600,2050,7,0.00285,0.05,0.08
"3593",3593,13,22,"RCP6",90,12,2600,2025,36,0.00476,0.06,0.04
"3594",3594,75,14,"RCP45",80,20,2300,2075,17,0.00903,0.04,0.03
"3595",3595,20,15,"RCP6",80,6,2300,2050,12,0.0079,0.07,0.08
"3596",3596,52,28,"RCP85",100,1,2600,2100,22,0.00299,0.05,0.05
"3597",3597,44,13,"RCP45",2,11,2400,2025,25,0.00863,0.01,0.1
"3598",3598,17,13,"RCP45",20,25,2400,2025,14,0.00347,0,0.07
"3599",3599,70,10,"RCP45",20,15,2500,2100,25,0.00548,0.03,0.06
"3600",3600,41,34,"RCP6",2,4,2500,2100,21,0.00345,0.04,0.08
"3601",3601,16,17,"RCP45",10,16,2600,2075,29,0.00681,0.03,0.09
"3602",3602,23,26,"RCP45",30,10,2600,2100,12,0.00225,0.04,0.01
"3603",3603,46,11,"RCP6",20,4,2300,2050,22,0.00759,0.07,0.06
"3604",3604,27,23,"RCP3PD",30,13,2600,2100,26,0.00326,0.03,0.01
"3605",3605,83,26,"RCP6",80,33,2500,2050,18,0.01317,0.03,0.07
"3606",3606,26,9,"RCP85",50,37,2500,2075,23,0.00546,0.07,0
"3607",3607,41,34,"RCP3PD",20,9,2400,2075,21,0.01793,0.05,0.1
"3608",3608,22,14,"RCP45",10,2,2600,2050,10,0.00179,0.07,0.02
"3609",3609,50,12,"RCP6",10,38,2500,2100,10,0.0038,0.06,0
"3610",3610,23,11,"RCP3PD",40,8,2500,2075,17,0.00612,0.03,0.07
"3611",3611,25,17,"RCP6",90,15,2400,2100,10,0.00583,0.07,0.08
"3612",3612,22,32,"RCP45",50,38,2400,2100,19,0.01125,0.01,0
"3613",3613,16,29,"RCP85",90,32,2500,2100,12,0.00563,0.02,0.06
"3614",3614,50,13,"RCP45",30,18,2300,2050,23,0.00503,0.04,0.09
"3615",3615,15,14,"RCP85",50,21,2500,2050,13,0.01225,0.03,0.01
"3616",3616,20,28,"RCP85",70,37,2300,2050,25,0.00566,0.05,0.08
"3617",3617,54,10,"RCP85",60,13,2500,2075,38,0.00617,0.04,0.01
"3618",3618,66,15,"RCP6",30,17,2500,2050,8,0.0059,0.05,0.02
"3619",3619,40,16,"RCP85",40,34,2500,2025,18,0.00382,0.06,0.05
"3620",3620,86,15,"RCP3PD",60,27,2400,2050,16,0.00259,0.04,0
"3621",3621,60,21,"RCP6",80,25,2600,2025,10,0.00367,0.03,0.01
"3622",3622,21,24,"RCP6",90,13,2500,2075,11,0.01116,0.03,0.04
"3623",3623,12,18,"RCP85",10,8,2500,2075,23,0.00393,0.05,0
"3624",3624,87,12,"RCP6",100,2,2300,2075,12,0.00238,0.06,0.09
"3625",3625,36,34,"RCP45",90,16,2300,2025,14,0.00935,0.07,0
"3626",3626,48,40,"RCP6",40,4,2300,2025,9,0.02272,0.05,0.03
"3627",3627,28,14,"RCP6",10,0,2300,2100,13,0.00926,0.05,0.04
"3628",3628,121,15,"RCP6",40,1,2400,2025,31,0.00204,0.05,0.02
"3629",3629,27,26,"RCP85",100,18,2600,2050,19,0.00879,0.06,0.05
"3630",3630,29,13,"RCP3PD",20,16,2600,2100,8,0.00522,0.04,0.01
"3631",3631,26,10,"RCP45",20,2,2500,2050,21,0.00165,0.07,0.06
"3632",3632,111,29,"RCP6",100,17,2400,2100,11,0.02059,0.05,0.07
"3633",3633,19,21,"RCP6",80,16,2400,2025,9,0.00444,0.07,0.04
"3634",3634,19,14,"RCP45",20,25,2300,2075,15,0.00533,0.07,0.05
"3635",3635,26,27,"RCP45",20,38,2300,2025,24,0.00733,0.04,0
"3636",3636,20,26,"RCP45",30,17,2400,2025,19,0.01707,0.05,0.06
"3637",3637,15,19,"RCP6",20,15,2400,2100,15,0.00388,0,0.02
"3638",3638,36,23,"RCP6",30,14,2600,2075,37,0.0023,0,0
"3639",3639,21,8,"RCP85",2,4,2600,2025,18,0.00275,0.02,0
"3640",3640,47,28,"RCP45",30,19,2500,2025,9,0.00138,0.04,0.01
"3641",3641,53,54,"RCP6",40,14,2500,2075,10,0.00323,0.07,0.02
"3642",3642,18,13,"RCP45",100,25,2500,2100,14,0.00203,0,0.03
"3643",3643,58,8,"RCP85",20,23,2500,2100,18,0.00641,0.07,0.09
"3644",3644,39,16,"RCP85",80,12,2600,2075,20,0.00977,0.02,0
"3645",3645,21,18,"RCP85",80,35,2300,2075,22,0.00676,0,0.05
"3646",3646,13,22,"RCP6",100,32,2500,2025,12,0.00539,0.07,0.02
"3647",3647,30,31,"RCP85",70,8,2300,2050,14,0.00138,0.01,0.07
"3648",3648,45,17,"RCP85",10,5,2500,2100,22,0.00194,0.05,0.02
"3649",3649,24,17,"RCP6",2,3,2500,2075,10,0.00526,0.01,0.08
"3650",3650,69,14,"RCP3PD",30,20,2500,2025,25,0.00193,0,0.08
"3651",3651,32,26,"RCP3PD",30,17,2600,2050,15,0.00492,0.01,0.03
"3652",3652,27,18,"RCP45",10,0,2400,2100,19,0.00468,0.02,0.04
"3653",3653,37,23,"RCP6",20,17,2500,2075,21,0.00511,0,0.01
"3654",3654,28,16,"RCP85",90,30,2300,2075,17,0.01276,0.02,0.02
"3655",3655,27,12,"RCP6",30,9,2600,2100,40,0.0035,0.03,0.07
"3656",3656,16,18,"RCP3PD",40,37,2300,2100,21,0.00312,0.02,0.03
"3657",3657,38,19,"RCP45",20,32,2400,2100,6,0.00776,0.01,0.01
"3658",3658,25,28,"RCP3PD",50,1,2600,2050,16,0.00408,0.04,0.02
"3659",3659,40,18,"RCP85",90,3,2600,2050,41,0.00463,0,0
"3660",3660,48,37,"RCP3PD",50,16,2500,2050,8,0.00256,0.01,0.1
"3661",3661,16,23,"RCP6",100,36,2500,2075,16,0.01365,0.01,0.02
"3662",3662,26,40,"RCP6",60,33,2400,2075,14,0.00421,0,0.07
"3663",3663,23,14,"RCP45",80,11,2300,2075,13,0.00302,0.06,0.04
"3664",3664,83,20,"RCP3PD",80,17,2400,2025,45,0.01142,0.04,0.05
"3665",3665,44,16,"RCP45",20,19,2300,2100,24,0.00575,0.06,0.07
"3666",3666,23,16,"RCP85",40,38,2300,2100,19,0.00282,0,0.01
"3667",3667,20,10,"RCP3PD",10,20,2500,2075,12,0.00472,0.02,0.04
"3668",3668,19,18,"RCP85",2,26,2600,2025,17,0.00365,0.01,0.1
"3669",3669,53,19,"RCP3PD",20,15,2600,2050,8,0.00144,0.05,0.07
"3670",3670,40,19,"RCP3PD",90,4,2300,2100,9,0.00713,0.07,0
"3671",3671,20,22,"RCP45",100,17,2300,2075,13,0.0122,0,0.03
"3672",3672,32,25,"RCP3PD",60,27,2500,2025,20,0.00317,0.07,0.06
"3673",3673,14,15,"RCP45",60,11,2600,2025,23,0.01022,0.01,0.01
"3674",3674,46,24,"RCP45",50,2,2300,2100,26,0.00354,0,0.05
"3675",3675,23,19,"RCP45",100,12,2300,2075,16,0.01502,0.05,0.01
"3676",3676,51,40,"RCP45",80,33,2300,2025,14,0.00587,0.05,0.02
"3677",3677,31,16,"RCP6",2,40,2400,2050,9,0.00504,0.02,0.01
"3678",3678,22,17,"RCP3PD",90,20,2500,2075,10,0.00624,0,0.09
"3679",3679,46,30,"RCP3PD",60,37,2300,2050,15,0.02936,0.01,0.02
"3680",3680,60,22,"RCP45",30,9,2300,2025,11,0.00312,0,0.03
"3681",3681,16,12,"RCP3PD",90,3,2500,2025,15,0.01203,0.02,0.1
"3682",3682,18,17,"RCP3PD",100,11,2600,2025,12,0.00212,0.05,0
"3683",3683,49,14,"RCP85",10,34,2600,2025,20,0.00569,0.04,0.08
"3684",3684,48,27,"RCP6",80,24,2400,2075,12,0.0014,0.02,0.08
"3685",3685,27,13,"RCP85",60,2,2600,2075,15,0.00899,0.01,0.02
"3686",3686,33,15,"RCP85",40,8,2300,2075,12,0.00497,0.07,0.08
"3687",3687,27,17,"RCP6",80,4,2300,2100,26,0.01053,0,0.1
"3688",3688,35,12,"RCP3PD",70,31,2500,2025,11,0.00536,0.04,0.04
"3689",3689,36,15,"RCP3PD",10,14,2500,2025,24,0.00142,0.02,0
"3690",3690,24,27,"RCP85",10,18,2300,2100,15,0.00115,0.01,0.1
"3691",3691,11,27,"RCP85",40,17,2400,2025,12,0.00685,0.01,0.01
"3692",3692,29,32,"RCP45",30,24,2600,2025,13,0.00455,0,0.01
"3693",3693,28,30,"RCP45",2,33,2300,2075,20,0.00963,0.01,0.03
"3694",3694,49,25,"RCP6",30,21,2500,2025,10,0.0013,0.07,0
"3695",3695,27,14,"RCP45",2,37,2400,2075,21,0.0027,0.06,0.08
"3696",3696,53,6,"RCP85",20,16,2400,2075,19,0.00157,0.06,0.04
"3697",3697,22,20,"RCP3PD",90,31,2500,2050,17,0.00313,0.06,0.08
"3698",3698,41,24,"RCP3PD",70,38,2500,2075,26,0.00481,0.01,0.1
"3699",3699,29,20,"RCP6",70,34,2600,2100,15,0.00299,0.07,0.1
"3700",3700,61,26,"RCP3PD",90,37,2500,2050,16,0.00928,0.06,0.01
"3701",3701,24,12,"RCP6",20,31,2300,2100,18,0.00407,0.01,0.01
"3702",3702,17,18,"RCP85",60,23,2600,2025,11,0.00312,0.06,0.04
"3703",3703,49,23,"RCP85",2,36,2300,2050,12,0.00617,0.03,0.04
"3704",3704,25,16,"RCP45",40,15,2300,2025,14,0.00346,0.05,0.1
"3705",3705,49,16,"RCP85",70,36,2300,2075,10,0.00564,0.04,0.1
"3706",3706,21,12,"RCP85",90,20,2600,2075,26,0.00268,0.04,0.06
"3707",3707,38,19,"RCP85",2,7,2600,2075,10,0.01455,0,0.04
"3708",3708,25,27,"RCP3PD",90,4,2500,2100,24,0.01647,0,0.05
"3709",3709,38,20,"RCP6",30,5,2500,2100,8,0.02206,0.01,0.01
